0.975,2017,0.18600000000000005,Slushii,0.774,146709,0.81,0,3YVj9LLq5GMvBvoKubnUp0,0.00949,1,0.0261,-2.984,0,LUV U NEED U,59,2017-06-12,0.0734,146.95
0.13699999999999998,2017,0.994,Thomas Loof,0.354,248651,0.0284,0,4CUChWZSJxtBpACA0j55Bk,0.958,5,0.129,-25.716,1,How Far Ill Go,61,2017-10-20,0.0438,139.832
0.285,2017,0.376,Wilderado,0.5579999999999999,204000,0.454,0,6nl9BAvm7wMV2mEEChRzA9,4.76e-06,9,0.258,-8.377,0,Rubble To Rubble,55,2017-07-28,0.0378,134.94
0.0723,2017,0.306,Oliver Tree, Whethan,0.721,114313,0.504,0,6qbDaweRAmUpXmQfJyX1Xd,0.0,6,0.116,-3.544,0,Enemy,57,2017-09-27,0.0474,140.005
0.328,2017,0.00129,Miley Cyrus,0.5479999999999999,248773,0.873,0,2fGxYYMQbVqgIdaqfz2OwA,4.55e-05,4,0.138,-4.881,1,Younger Now,62,2017-09-29,0.0618,121.918
0.466,2017,0.0135,Beck,0.627,222335,0.643,0,1rEkUEBFYEtqDLYaTuElsx,0.0154,10,0.111,-6.086,0,Wow,57,2017-10-13,0.0336,92.006
0.6709999999999999,2017,0.000265,Scorpions,0.584,254347,0.833,0,1QLyDdhB9gmxbGv0K1kFyT,0.00595,11,0.32,-5.824,1,Rock You Like a Hurricane,60,2017-10-27,0.0358,124.018
0.24,2017,0.0271,Trippie Redd, UnoTheActivist,0.6940000000000001,200000,0.417,1,6ckN5YsUElYHQWwwUudJpL,0.0,8,0.17800000000000002,-11.603,0,Deeply Scared,55,2017-05-14,0.16699999999999998,155.985
0.499,2017,0.48,Aretha Franklin,0.59,216773,0.355,0,0FD8KMG4pHp0O9clTpChjp,0.0,9,0.0585,-14.050999999999998,1,I Say a Little Prayer,64,2017-03-25,0.0352,133.03
0.5670000000000001,2017,0.447,Maxo Kream, Lil Uzi Vert,0.818,199864,0.6729999999999999,1,3HPygYwlZeehBTDZXMhsrR,0.0,11,0.111,-3.886,1,Mars (feat. Lil Uzi Vert),54,2017-12-01,0.235,130.035
0.617,2017,0.304,Alfredo Olivas,0.682,216267,0.669,0,6CRRlfXDdhsL6vih3J5xco,0.0,9,0.0953,-4.509,1,En Definitiva,68,2017-08-18,0.0399,140.023
0.412,2017,0.0541,Lil Uzi Vert, Pharrell Williams,0.8590000000000001,258789,0.563,1,2BUXjDhEuVLvEzFI6tabOF,0.0,1,0.0685,-6.635,0,Neon Guts (feat. Pharrell Williams),55,2017-11-17,0.112,119.934
0.35,2017,0.257,Majid Jordan, PARTYNEXTDOOR,0.913,212547,0.223,0,6RD9GItAGZ3gbUbx14okHF,8.78e-05,11,0.0786,-12.421,0,One I Want (feat. PARTYNEXTDOOR),58,2017-10-27,0.321,139.968
0.381,2017,0.911,Dean Lewis,0.601,203263,0.317,0,1MIpU2U1kUInGTpaCYuVKs,0.0,10,0.181,-8.945,1,Need You Now - Acoustic,56,2017-11-17,0.0497,137.95
0.5820000000000001,2017,0.453,Charlotte Lawrence,0.669,224224,0.762,0,4M0WfSYF2z5FCRgQDOck9O,0.0,2,0.162,-4.307,0,Sleep Talking,61,2017-10-20,0.0398,102.005
0.477,2017,0.221,Marc E. Bassy, Kehlani,0.6920000000000001,225667,0.512,1,21csDNj3WqMPYDzW996UHL,0.0,1,0.336,-8.345,0,Made Love First,57,2017-10-13,0.0451,139.953
0.483,2017,0.17600000000000002,FKJ,0.525,256800,0.72,0,4c60yLpE5lXvICT0pyEaZ5,0.00648,11,0.0769,-6.916,0,Better Give U Up,63,2017-03-02,0.16899999999999998,91.708
0.524,2017,0.31,Pinkfong,0.821,96329,0.865,0,2XWEKRbJ8lSvmDI3qfIsXc,0.0,2,0.344,-3.563,1,Baby Shark,63,2017-12-13,0.192,115.055
0.35700000000000004,2017,0.399,Grace VanderWaal,0.737,174107,0.7340000000000001,0,4XrvRf68c9H4orZZ9KoldQ,0.0,7,0.32299999999999995,-4.71,1,Moonlight,62,2017-11-03,0.156,91.999
0.44,2017,0.6990000000000001,Upchurch,0.7859999999999999,191426,0.569,1,2Cv7cXyq024BX30zo8sm2v,0.000547,11,0.124,-8.347999999999999,1,Ghost,53,2017-04-21,0.063,118.044
0.383,2017,0.219,21 Savage,0.701,239160,0.624,1,55GLc4nywcX4aIlOcx1u06,0.0,10,0.107,-11.115,1,FaceTime,56,2017-09-23,0.306,93.024
0.397,2017,0.106,GoldLink, Steve Lacy,0.424,342244,0.606,1,6wOdpwaVrRtWlVSQNMBNQU,0.000272,6,0.14400000000000002,-6.062,0,Some Girl (feat. Steve Lacy),57,2017-03-24,0.159,213.788
0.574,2017,0.00742,Brian the Sun,0.526,181360,0.94,0,4grrgOFDvIVvw807GmqT1X,0.0,2,0.268,-3.864,1,HEROES,60,2017-01-11,0.066,99.059
0.246,2017,0.0498,Matthew West,0.5329999999999999,187293,0.536,0,4v8GJxLdvUiN7R31cKcmNL,0.0,0,0.191,-7.255,1,Broken Things,55,2017-09-22,0.0322,110.573
0.937,2017,0.151,John Mayer,0.7609999999999999,249120,0.598,0,701DK0It9f7iurRnzKvF0y,0.00259,9,0.0314,-5.837999999999999,0,Helpless,60,2017-04-14,0.0268,103.978
0.7040000000000001,2017,0.246,Wisin,0.777,238813,0.911,0,1rXojdsUqqxGj2WCmJGWHP,0.0,6,0.257,-3.2230000000000003,0,Vacaciones,67,2017-12-01,0.173,96.017
0.504,2017,0.0264,Cosmo Pyke,0.431,270927,0.773,0,2RGe02P8xxSF9syj0ltPjX,0.0,2,0.348,-5.002,1,Chronic Sunshine,59,2017-01-30,0.0636,111.387
0.525,2017,0.00367,Black Sabbath,0.332,354774,0.769,0,4svkPL62HbvyFgf0nHFXAF,0.00413,9,0.0372,-11.503,1,Iron Man,53,2017-02-03,0.0765,157.378
0.441,2017,0.0254,Matt Mason,0.562,216253,0.691,0,1BRzYmGZ3UTPSc3qsZASQL,0.0,7,0.31,-5.849,0,Feather in Her Halo,53,2017-04-21,0.0373,131.974
0.274,2017,0.00114,Nick Jonas,0.644,197893,0.743,0,77dwRzKegOkVtlHajKnDCb,0.0,6,0.0831,-4.0760000000000005,0,Find You,61,2017-09-14,0.0331,125.913
0.0225,2017,0.202,Sleep Makers Samples,0.0741,181666,0.00024,0,13TfD0g69nL4M7OtfI59oW,0.6409999999999999,10,0.389,-16.202,1,Balance Rain,59,2017-05-05,0.103,171.613
0.232,2017,0.851,IU,0.388,249242,0.32299999999999995,0,06EMBzxDm2hueehobAlMtm,2.03e-06,5,0.14300000000000002,-7.158,1,Ending Scene,65,2017-04-21,0.0348,118.885
0.15,2017,0.0357,The Chainsmokers, Emily Warren,0.604,217413,0.603,0,6V9kwssTrwkKT72imgowj9,0.0,7,0.126,-6.324,0,My Type,59,2017-04-07,0.0389,94.989
0.38,2017,0.344,Still Woozy,0.609,233995,0.431,0,7Hy7Fgp3es9APBsQIzEF3V,0.00239,9,0.181,-11.515999999999998,1,Vacation,56,2017-05-25,0.0675,125.117
0.516,2017,0.256,Upchurch,0.812,202733,0.7020000000000001,1,0bQfYvx2zDkHYLoSd8Si7t,0.0,9,0.271,-6.0870000000000015,1,Quit Lyin,53,2017-04-21,0.244,161.05100000000004
0.701,2017,0.789,Anthony Gonzalez,0.389,123703,0.408,0,4J7SCXbz18duODAQYjtzI2,0.0,5,0.121,-6.5710000000000015,1,Proud Corazón,57,2017-11-10,0.0323,148.876
0.36,2017,0.08199999999999999,Crusher-P,0.637,230029,0.906,0,2pDPOMX0kWA7kcPBcDCQBu,0.0,3,0.125,-3.099,0,Echo,59,2017-12-07,0.0522,140.025
0.528,2017,0.131,Katy Perry, Migos,0.8,227813,0.795,0,4rHmKlFRiFzabiVO6e9w2e,9.02e-05,6,0.221,-5.835,1,Bon appétit,66,2017-06-09,0.0626,106.031
0.57,2017,0.000127,Royal Blood,0.501,236427,0.8240000000000001,0,1060gzllf4b0UETAXisR5l,0.000311,0,0.0922,-7.25,1,Lights Out,63,2017-06-16,0.0413,89.97200000000002
0.61,2017,0.359,Moneybagg Yo, YoungBoy Never Broke Again, Quavo,0.609,193734,0.596,1,3LUPftNsM4KOk7kINY8keB,0.0,8,0.094,-6.85,0,Pleading The Fifth (feat. Quavo),53,2017-11-17,0.267,159.922
0.787,2017,0.39,Lil Skies,0.743,178132,0.76,1,5EIIvtMRH9qyf5wIyEfT8l,0.0,0,0.17600000000000002,-8.484,1,Signs of Jealousy,56,2017-12-12,0.106,142.02700000000004
0.322,2017,0.552,Jhené Aiko,0.467,262627,0.517,0,63LJjsJuqZgQyYibMXn9ku,0.0741,1,0.111,-9.073,0,When We Love,55,2017-09-22,0.104,169.907
0.0886,2017,0.173,Mike WiLL Made-It, 21 Savage, YG, Migos,0.934,274847,0.359,1,3IHZc2GclRu5nJpTqty7MY,8.11e-06,1,0.152,-5.132999999999999,1,"Gucci On My (feat. 21 Savage, YG & Migos)",57,2017-03-24,0.23,140.004
0.036000000000000004,2017,0.908,Noise Makers,0.383,166000,0.138,0,2PXTRyViXMQnezQOs6vDHa,0.973,2,0.105,-51.12300000000001,1,Brain X 1000,59,2017-05-07,0.0469,137.211
0.643,2017,0.359,Bruce Channel,0.515,143627,0.623,0,0obIo2GEab6qqms6t3JaMY,0.0,9,0.274,-5.597,1,Hey! Baby - Remastered,61,2017-12-12,0.036000000000000004,64.253
0.348,2017,0.511,Daniel Caesar, Charlotte Day Wilson,0.498,280587,0.292,0,1jQfgl9WRle7D8a3GXLwaD,1.9e-05,5,0.256,-10.656,1,Transform (feat. Charlotte Day Wilson),57,2017-08-25,0.031,68.96300000000001
0.34,2017,0.496,Demi Lovato, Lil Wayne,0.5489999999999999,281880,0.348,1,76gBfQV9hatGS0xRfisKyl,0.0,11,0.087,-7.94,0,Lonely,58,2017-09-29,0.201,134.96200000000002
0.258,2017,0.895,Grant Gustin,0.328,166693,0.242,0,09kaIU1AZoo2MRk46s6AEi,0.0,7,0.146,-9.923,1,Runnin Home to You,60,2017-03-22,0.0455,77.02600000000002
0.452,2017,0.106,Linkin Park, Pusha T, Stormzy,0.6970000000000001,211413,0.84,0,650OeHTLxZAQmb4aEbGmaA,0.0,9,0.748,-4.602,0,Good Goodbye (feat. Pusha T and Stormzy),64,2017-05-19,0.054000000000000006,128.034
0.331,2017,0.17800000000000002,Michael Jackson,0.735,280947,0.8009999999999999,0,4FC7GMnGwYeAjuvC83Srbs,0.000408,3,0.324,-4.525,1,Dirty Diana - 2012 Remaster,64,2017-09-27,0.0437,131.425
0.247,2017,0.0634,Future,0.79,248050,0.438,1,2qwn6whaZf7gax7SaqUZSC,0.0,1,0.1,-6.4620000000000015,1,Incredible,55,2017-07-27,0.133,90.022
0.8240000000000001,2017,0.252,Tyler Childers,0.334,297387,0.6920000000000001,0,4m8QO7mDC4kqWTKSLqsZS8,0.00122,4,0.19,-5.567,1,Honky Tonk Flame,53,2017-08-04,0.0352,174.33599999999996
0.6759999999999999,2017,0.0315,Playboi Carti,0.9,173683,0.488,1,1xUQwXDDKW79z7GRUt2vMW,0.0,5,0.101,-6.371,0,Lame Niggaz,56,2017-04-14,0.274,83.49799999999998
0.496,2017,0.127,WizKid, Drake,0.825,211293,0.453,1,2zYs4BonN2ydkbrRk333SN,3.82e-06,4,0.0838,-7.4289999999999985,0,Come Closer (feat. Drake),60,2017-07-14,0.227,99.974
0.353,2017,0.853,""The Wailin Jennys"",0.474,222705,0.213,0,46Nz7uguhTyUWOXhRBbzxa,3.1e-06,11,0.241,-11.677,1,Wildflowers,53,2017-10-27,0.028,84.962
0.126,2017,0.239,Lorde,0.664,271088,0.382,0,4YBDSEzVNQbvCvVIWNtruF,0.00763,0,0.0943,-9.977,1,The Louvre,58,2017-11-10,0.047,123.214
0.359,2017,0.0295,Ty Dolla $ign, Tory Lanez,0.73,180867,0.581,1,2ZN1EnypRwsD38EoFRwmu9,1.3e-05,6,0.106,-5.8329999999999975,0,Droptop in the Rain (feat. Tory Lanez),59,2017-10-27,0.0828,137.98
0.7659999999999999,2017,0.193,Miley Cyrus,0.583,184953,0.7490000000000001,0,7enVhl0fuHvQ4ErXvAXYIH,0.0,2,0.151,-8.286,1,Sleigh Ride,59,2017-11-29,0.0453,166.213
0.779,2017,0.451,Clairo,0.843,118877,0.28,0,0dcsuO7AQ06VS9uWfA6m1C,0.284,2,0.0984,-15.331,0,2 Hold U,57,2017-04-13,0.0957,95.147
0.654,2017,0.037000000000000005,Tyler, The Creator,0.7290000000000001,235400,0.675,0,3R1Vu4Ws7UitwDxDHTol0P,0.847,1,0.0891,-6.007999999999999,1,"Enjoy Right Now, Today",57,2017-07-21,0.187,162.126
0.8690000000000001,2017,0.5820000000000001,Virlan Garcia,0.581,200704,0.52,0,2sDfnEOD1MlaOW2yTYSHZQ,0.0,3,0.0843,-4.655,1,Mi Vida Eres Tú,61,2017-10-06,0.0305,151.793
0.6609999999999999,2017,0.727,Jack Johnson,0.73,221307,0.146,0,2eVKwKivluiYn67kLtZ3d7,0.000391,2,0.104,-11.937,1,"Fragments - From The Film ""The Smog Of The Sea""",61,2017-09-08,0.0351,92.23
0.0885,2017,0.0275,$uicideBoy$,0.68,109348,0.75,1,1SXIQAhAPRo0tENxO3HQTi,0.0,0,0.0745,-4.909,1,INTROVERSION 2.0,58,2017-09-10,0.0421,112.044
0.679,2017,0.767,Nohidea,0.894,69818,0.203,0,3b8REPBdYQfaZvblfMuwc5,0.00527,7,0.115,-17.607,0,happy hour,58,2017-08-06,0.124,82.446
0.522,2017,0.721,Jhené Aiko,0.452,279453,0.552,1,0PYmO55JPwEWgtyJbkN6mq,0.0,4,0.257,-10.28,0,New Balance,55,2017-09-22,0.142,74.305
0.132,2017,0.047,Kodak Black, Future,0.6659999999999999,219754,0.693,1,16dXg2YuFOxwDC3cTf5jde,0.0,1,0.115,-3.638,1,Conscience (feat. Future),54,2017-03-31,0.199,159.972
0.35700000000000004,2017,0.923,Gabrielle Aplin,0.6409999999999999,221419,0.264,0,4NkIYlfobkqS2hALHTIUV9,0.0,6,0.0983,-6.97,1,Waking up Slow - Piano Version,63,2017-09-01,0.0364,101.18
0.193,2017,0.0796,Dream, Ivory,0.537,188250,0.568,0,1VqYfdsorchSvhXW6gtBzo,0.332,1,0.0701,-4.829,1,"Dream, Ivory",57,2017-03-09,0.0285,120.064
0.622,2017,0.0216,Dave East, Wiz Khalifa,0.632,247227,0.767,1,6HicBL9RxtWwNK7sS2AHHU,0.0,9,0.378,-4.002,0,Phone Jumpin,55,2017-08-18,0.232,140.14
0.5870000000000001,2017,0.495,DJ Snake, Lauv,0.784,198286,0.757,0,1YMBg7rOjxzbya0fPOYfNX,1.18e-06,8,0.142,-3.912,1,A Different Way (with Lauv),66,2017-09-21,0.0384,104.996
0.158,2017,0.466,Joey Bada$$,0.7340000000000001,283690,0.649,1,7BjygzvUpf8P7X6uWzIhsF,0.0,8,0.116,-6.235,0,LAND OF THE FREE,58,2017-04-07,0.313,95.1
0.202,2017,0.895,Hippie Sabotage,0.775,177046,0.294,1,3bjLA6ukBcGtvhe5tybxp7,0.0017,6,0.0637,-9.0,0,Different,61,2017-05-19,0.0749,141.015
0.626,2017,0.22,TWICE,0.621,196680,0.7609999999999999,0,1uwLMwgqPprCs5Q0OPRKI7,0.0,0,0.14300000000000002,-2.736,1,Signal,64,2017-05-15,0.334,207.818
0.429,2017,0.00436,Dove Cameron, Sofia Carson, Cameron Boyce, Booboo Stewart, Mitchell Hope, Jeff Lewis,0.526,212352,0.8340000000000001,0,5AiD2doxfh5xlfkNc63WPV,0.0,6,0.0636,-6.259,0,You and Me,62,2017-07-21,0.115,169.762
0.35200000000000004,2017,0.248,Yung Bans, Lil Skies,0.764,194565,0.362,1,3OrzQ7xwaLyhEV7M10CqCS,3e-06,6,0.0974,-13.237,0,Lonely,56,2017-12-15,0.317,153.954
0.604,2017,0.585,Kiana Ledé,0.726,169040,0.6679999999999999,1,5nMBzG9xVnJZTpZKgnWCec,0.000338,5,0.165,-5.916,0,Fairplay,57,2017-10-27,0.158,139.885
0.268,2018,0.208,Teedra Moses, KAYTRANADA,0.8640000000000001,268087,0.682,0,38spM0LahLUfQhOMAqA7AI,5.27e-06,6,0.1,-6.73,0,Be Your Girl (Kaytranada Edition),62,2018-05-04,0.386,115.012
0.552,2018,0.872,$NOT, SUS Valentino,0.5660000000000001,114547,0.541,1,4yxFC6hIvXlD1YAtbuxcof,3.77e-05,5,0.174,-11.209,1,Lovely,59,2018-03-25,0.29,87.02
0.691,2018,0.0244,Jukebox The Ghost,0.605,219000,0.71,0,6JgXQTdqLL1xS5qfqOGVNb,3.72e-05,11,0.309,-4.75,1,Fred Astaire,58,2018-03-30,0.0753,110.171
0.16899999999999998,2018,0.944,Womb Sound,0.284,137183,0.501,0,6DCxsitO66sRaPLAZJMFkT,0.691,10,0.108,-32.431,0,Womb Sound With Mothers Heartbeat and Sleep Pulse,67,2018-09-18,0.439,68.631
0.765,2018,0.14400000000000002,Ekoh,0.725,211429,0.727,1,0ByKkm4qqcDPtC2cPWo1wE,0.0,2,0.465,-7.055,1,Pickle Rick,58,2018-06-05,0.219,168.10299999999995
0.721,2018,0.17600000000000002,Wisin & Yandel, Bad Bunny,0.8290000000000001,237907,0.723,1,4ByaTrfoYbXrmlbsTG8MTD,0.0,8,0.0877,-3.743,0,Dame Algo,64,2018-12-14,0.105,92.956
0.271,2018,0.454,Kailee Morgue,0.603,200267,0.512,0,4xb8JHIN56xixSl6vkSPjm,0.00014,10,0.154,-6.687,0,Siren,62,2018-08-24,0.0402,145.91
0.522,2018,0.189,Nathaniel Rateliff & The Night Sweats,0.5,240667,0.55,0,71DxoKxpHcW8iaYNczwGi3,0.0921,5,0.0999,-8.447000000000001,1,Hey Mama,58,2018-03-09,0.0286,76.04
0.4270000000000001,2018,0.528,Shakewell,0.767,123871,0.956,1,0erWz20ZejKi8WRNoeNQjJ,0.056,10,0.208,-3.833,1,Leglock,59,2018-05-18,0.261,77.505
0.866,2018,0.0268,BTS,0.769,218615,0.8170000000000001,0,1trFxVLL8WKhYap543e74l,9.95e-05,0,0.084,-4.092,0,Airplane pt.2,66,2018-05-18,0.0339,139.97899999999998
0.669,2018,0.309,Lake Street Dive,0.7559999999999999,268567,0.537,0,1hI9ZhG2wlCbQKJnw3krPU,6.27e-05,9,0.0423,-9.397,1,Walking on Broken Glass - Recorded at Spotify Studios NYC,58,2018-06-27,0.0525,116.01
0.461,2018,0.222,Kevin Gates,0.784,169459,0.711,1,4eUsMWZO1Dpc0lQp4JsKXa,0.0,2,0.377,-2.465,1,Money Long,56,2018-09-28,0.245,148.111
0.274,2018,0.636,Metro Boomin, Gunna, Young Thug,0.8,206813,0.406,1,6vG3Zv9VEA6YbJPJ6ar5Y7,0.0,6,0.109,-8.892000000000003,0,Lesbian (feat. Gunna & Young Thug),60,2018-11-06,0.268,120.999
0.343,2018,0.0679,A$AP Rocky, BlocBoy JB,0.901,183809,0.529,1,3ZYwSDF9knZI0RVlKR4PHC,0.0,8,0.536,-7.94,1,Bad Company (feat. BlocBoy JB),61,2018-03-28,0.413,144.941
0.267,2018,0.000322,Meek Mill, JAY-Z, Rick Ross,0.511,362839,0.718,1,4iQ5gmTAzWfK8JyFC2LBox,0.0,11,0.111,-6.2929999999999975,0,Whats Free (feat. Rick Ross & Jay Z),59,2018-11-30,0.404,166.42
0.454,2018,0.0555,Ghostemane,0.6940000000000001,112336,0.625,1,6I90hMc9paVMjNPxMOXoot,0.0029,4,0.547,-9.07,1,Bonesaw,62,2018-10-10,0.482,139.69799999999998
0.414,2018,0.0537,Hayley Kiyoko, Kehlani,0.633,219520,0.7929999999999999,0,5nFyaoBWwwMJ9fv33tZ2MB,0.0,10,0.16,-4.126,1,What I Need (feat. Kehlani),62,2018-03-30,0.055,103.97
0.475,2018,0.295,Grupo Firme,0.639,205624,0.581,0,7APmLuBrYJfp7pnXCYXR4v,0.0,2,0.183,-5.233,1,Descuide,65,2018-03-19,0.0286,136.32399999999998
0.327,2018,0.915,The Macarons Project,0.456,155402,0.113,0,0YBNpbrmpZdFRT0NFqii5C,0.0011,2,0.0959,-15.763,0,Fly Me to the Moon,73,2018-02-13,0.0334,108.536
0.503,2018,0.322,LANY,0.7020000000000001,201198,0.623,0,7ArrTJ1LwcGAlEO65LUQ7i,0.0,0,0.0858,-8.36,1,I Dont Wanna Love You Anymore,66,2018-10-05,0.0417,104.974
0.35,2018,0.0146,Imagine Dragons,0.649,219440,0.517,0,6Tvzf3VEi16JMhAgOwdt2y,1.63e-06,1,0.145,-7.428,0,Birds,71,2018-11-09,0.0297,119.997
0.25,2018,0.271,Bmike,0.49,251177,0.726,1,4th5Ot5mSRXWgV9gyf2rpn,0.0,0,0.17,-6.7929999999999975,0,Anxiety,59,2018-09-28,0.26,171.945
0.113,2018,0.261,Nipsey Hussle, Diddy,0.502,236547,0.64,1,0pBcI8Gf1Oe3ziIbE9tBsX,0.0,11,0.118,-5.674,0,Young Nigga (feat. Puff Daddy),58,2018-02-16,0.35700000000000004,99.804
0.16699999999999998,2018,0.732,Julien Baker, Phoebe Bridgers, Lucy Dacus,0.598,212467,0.3,0,1JPRgRUK044O15wgv8uZO1,0.502,6,0.0946,-11.044,0,Souvenir,61,2018-10-26,0.0264,109.034
0.462,2018,0.481,Morgan Evans, Kelsea Ballerini,0.611,199501,0.519,0,07sa7qkxpemze5BBE7jufs,4.82e-06,1,0.107,-9.854,1,Dance with Me (feat. Kelsea Ballerini),58,2018-10-12,0.035,147.981
0.435,2018,0.485,Wiley from Atlanta,0.565,223101,0.5660000000000001,1,4NeHCGpTPVCudqVpJiT7O9,6.55e-06,9,0.104,-8.737,0,Pink Skies (Demo),58,2018-10-26,0.141,138.836
0.964,2018,0.197,La Arrolladora Banda El Limón De Rene Camacho,0.863,182307,0.6409999999999999,0,7uL1ZsdxI8l4sgEsgCmTlG,0.0,9,0.0793,-4.543,0,Entre Beso Y Beso,68,2018-03-23,0.0379,129.898
0.614,2018,0.0203,Mitchell Tenpenny,0.5920000000000001,177354,0.7490000000000001,0,5atcLAbdW7d6BOui2DDI9z,0.0,11,0.122,-4.604,1,Somebody Aint You,57,2018-12-14,0.0483,160.046
0.418,2018,0.7090000000000001,Verzache,0.8320000000000001,173731,0.657,0,1SlM5HXf9DjC6PVy2x4nWQ,0.0252,11,0.258,-6.4929999999999986,0,Losing My Love,60,2018-01-05,0.161,133.872
0.385,2018,0.5710000000000001,Tinashe,0.7170000000000001,187537,0.599,1,3fMKnwiByu9yfeD5ISn9Et,8.99e-06,11,0.102,-6.1560000000000015,1,Like I Used To,61,2018-07-13,0.115,159.78
0.664,2018,0.812,Shawn Mendes, Julia Michaels,0.737,159400,0.451,0,2IssBpPtHcViZL5vYQNHhA,0.0,2,0.108,-9.405,1,Like To Be You (feat. Julia Michaels),65,2018-05-25,0.229,153.766
0.802,2018,0.0659,Twin Shadow, HAIM,0.47,205442,0.696,0,5ClqcvP4dYDDX6Zv3jPQD1,3.85e-05,9,0.0962,-4.749,1,Saturdays (feat. HAIM),59,2018-04-27,0.104,169.976
